,id_recibo,producto_id,pedido_id,cantidad,valor_unitario,valor_total,ciudad,costo_envio,codigo_estado,nombre_estado,vendedor_id,fecha_compra,total,producto,precio,marca,sku,condicion,tipo_producto,nombre_vendedor,año,mes
17240,17535,32126,15411,4,210,840,BR-ES,168.0,ES,Espírito Santo,3,2020-08-20,840,Saia Midi Cinto,210,Limone By Jade Seba,302628.0,Nuevo sin etiqueta,Saia,Nadia Oliveira,2020,8
17241,17536,22407,16935,4,200,800,BR-PR,160.0,PR,Paraná,4,2020-08-20,800,Cropped Listras Florzinhas,200,Topshop,327426.0,Usado,Cropped,Millena Pereira,2020,8
17242,17537,53458,17031,2,450,900,BR-PA,180.0,PA,Pará,2,2020-08-20,900,Vestido Renda Branco,450,Le Lis Blanc,239416.0,Usado,Vestido,Daniel Siqueira,2020,8
17243,17538,6262,17495,1,644,644,BR-RR,128.8,RR,Roraima,3,2020-08-20,644,Camiseta Eternity,644,Mixed,247015.0,Nuevo con etiqueta,Camiseta,Nadia Oliveira,2020,8
17244,17539,17990,18239,4,3800,15200,BR-RR,3040.0,RR,Roraima,1,2020-08-20,15200,Saia Couro Tijolo,3800,Mixed,255109.0,Usado,Saia,Ana Duarte,2020,8
17245,17540,70813,19090,1,120,120,BR-RO,24.0,RO,Rondônia,1,2020-08-20,120,Saia Costura Preta,120,Erre Erre,167089.0,Usado,Saia,Ana Duarte,2020,8
17246,17541,87711,19474,3,140,420,BR-RS,84.0,RS,Rio Grande do Sul,3,2020-08-20,420,Conjunto Body Calca,140,Bazar Genial,179288.0,Usado,Conjunto,Nadia Oliveira,2020,8
17247,17542,29012,19689,6,525,3150,BR-MT,630.0,MT,Mato Grosso,5,2020-08-20,3150,Casaco Branco Costuras,525,Tigresse,257889.0,Usado,Casaco,Paulo Calanca,2020,8
17248,17543,88368,21748,3,250,750,BR-AL,150.0,AL,Alagoas,2,2020-08-20,750,Blusa Malha Azul,250,Talie Nk,254726.0,Usado,Blusa,Daniel Siqueira,2020,8
17249,17544,27546,22716,4,336,1344,BR-RS,268.8,RS,Rio Grande do Sul,2,2020-08-20,1344,Calca Veludo Cotele,336,Joe's,236203.0,Usado,Calca,Daniel Siqueira,2020,8
17250,17545,33349,23264,6,270,1620,BR-AC,324.0,AC,Acre,4,2020-08-20,1620,Vestido Listras Malha,270,Calvin Klein,307118.0,Usado,Vestido,Millena Pereira,2020,8
17251,17546,14836,24752,6,1100,6600,BR-AM,1320.0,AM,Amazonas,5,2020-08-20,6600,Sandalia Lona Cortica,1100,Tory Burch,290573.0,Usado,Sandalia,Paulo Calanca,2020,8
17252,17547,53138,25221,3,690,2070,BR-MG,414.0,MG,Minas Gerais,2,2020-08-20,2070,Calca Jeans Trancada,690,Saad,224580.0,Nuevo con etiqueta,Calca,Daniel Siqueira,2020,8
17253,17548,65473,25319,2,210,420,BR-MA,84.0,MA,Maranhão,5,2020-08-20,420,Oculos Acetato Branco,210,Mango,944049.0,Usado,Oculos,Paulo Calanca,2020,8
17254,17549,13705,25499,3,180,540,BR-SE,108.0,SE,Sergipe,2,2020-08-20,540,Saia Fio Nude,180,Seal Brasil,208623.0,Usado,Saia,Daniel Siqueira,2020,8
17255,17550,64127,26271,5,590,2950,BR-SC,590.0,SC,Santa Catarina,2,2020-08-20,2950,Vestido Textura Branco,590,J. Crew,317928.0,Usado,Vestido,Daniel Siqueira,2020,8
17256,17551,15470,27410,5,590,2950,BR-MG,590.0,MG,Minas Gerais,1,2020-08-20,2950,Vestido Jeans Ombro,590,Mixed,292393.0,Usado,Vestido,Ana Duarte,2020,8
17257,17552,6699,27493,1,320,320,BR-DF,64.0,DF,Distrito Federal,4,2020-08-20,320,Blusinha Azul Bic Laco,320,Argentum,299041.0,Usado,Blusinha,Millena Pereira,2020,8
17258,17553,29510,27561,2,360,720,BR-AP,144.0,AP,Amapá,2,2020-08-20,720,Jaqueta Jeans,360,Maria Bonita,920756.0,Usado,Jaqueta,Daniel Siqueira,2020,8
17259,17554,59337,28739,3,390,1170,BR-AM,234.0,AM,Amazonas,3,2020-08-20,1170,Blusa Tricot Mescla,390,Levi's,295977.0,Usado,Blusa,Nadia Oliveira,2020,8
17260,17555,24159,28833,5,270,1350,BR-TO,270.0,TO,Tocantins,1,2020-08-20,1350,Regata Listras Azul,270,Osklen,304941.0,Usado,Regata,Ana Duarte,2020,8
17261,17556,39368,28846,2,279,558,BR-AP,111.6,AP,Amapá,4,2020-08-20,558,Shorts Neoprene Pb,279,Animale,305188.0,Usado,Shorts,Millena Pereira,2020,8
17262,17557,51238,29255,4,410,1640,BR-PA,328.0,PA,Pará,4,2020-08-20,1640,Mala Bolsos Preta,410,Gap,286008.0,Usado,Mala,Millena Pereira,2020,8
17263,17558,41518,31154,4,260,1040,BR-AL,208.0,AL,Alagoas,4,2020-08-21,1040,Calca Jeans Basica,260,Banana Republic,255410.0,Nuevo con etiqueta,Calca,Millena Pereira,2020,8
17264,17559,75557,32488,1,90,90,BR-PI,18.0,PI,Piauí,2,2020-08-21,90,Saia Pregas Preta,90,Zara,127344.0,Usado,Saia,Daniel Siqueira,2020,8
17265,17560,21244,32586,3,1120,3360,BR-RS,672.0,RS,Rio Grande do Sul,2,2020-08-21,3360,Oculos Lente Azulada,1120,D&g Dolce & Gabbana,209297.0,Usado,Oculos,Daniel Siqueira,2020,8
17266,17561,20029,32890,3,294,882,BR-RN,176.4,RN,Rio Grande do Norte,5,2020-08-21,882,Tenis Xadrez Tecido,294,Converse,121965.0,Usado,Tenis,Paulo Calanca,2020,8
17267,17562,59337,35966,4,390,1560,BR-AC,312.0,AC,Acre,4,2020-08-21,1560,Blusa Tricot Mescla,390,Levi's,295977.0,Usado,Blusa,Millena Pereira,2020,8
17268,17563,18128,36952,3,795,2385,BR-RS,477.0,RS,Rio Grande do Sul,2,2020-08-21,2385,Blusinha Tropical Azul,795,Reinaldo Lourenço,278292.0,Nuevo con etiqueta,Blusinha,Daniel Siqueira,2020,8
17269,17564,22568,37377,3,245,735,BR-PE,147.0,PE,Pernambuco,3,2020-08-21,735,Casaqueto Estampa Geometrica,245,Zara,244931.0,Usado,Casaqueto,Nadia Oliveira,2020,8
17270,17565,7871,37620,5,420,2100,BR-MS,420.0,MS,Mato Grosso do Sul,2,2020-08-21,2100,Vestido Ziper Fendi,420,Thelure,318544.0,Usado,Vestido,Daniel Siqueira,2020,8
17271,17566,66255,38589,4,390,1560,BR-AC,312.0,AC,Acre,3,2020-08-21,1560,Vestido Malha Cinza,390,All Saints Spitalfields,255377.0,Usado,Vestido,Nadia Oliveira,2020,8
17272,17567,10086,38849,3,750,2250,BR-AP,450.0,AP,Amapá,1,2020-08-21,2250,Oculos Metal,750,Christian Dior,319314.0,Usado,Oculos,Ana Duarte,2020,8
17273,17568,6381,43643,4,586,2344,BR-MT,468.8,MT,Mato Grosso,5,2020-08-21,2344,Camiseta Cindy Sky,586,Mixed,193567.0,Nuevo con etiqueta,Camiseta,Paulo Calanca,2020,8
17274,17569,7193,44334,1,320,320,BR-SP,64.0,SP,São Paulo,1,2020-08-21,320,Saia Preta Babado,320,Mixed,185450.0,Usado,Saia,Ana Duarte,2020,8
17275,17570,57708,44392,4,990,3960,BR-RR,792.0,RR,Roraima,1,2020-08-21,3960,Sapatilha Python Bege,990,Tory Burch,278531.0,Usado,Sapatilha,Ana Duarte,2020,8
17276,17571,66255,44553,5,390,1950,BR-RS,390.0,RS,Rio Grande do Sul,1,2020-08-21,1950,Vestido Malha Cinza,390,All Saints Spitalfields,255377.0,Usado,Vestido,Ana Duarte,2020,8
17277,17572,8691,44931,1,180,180,BR-RJ,36.0,RJ,Rio de Janeiro,5,2020-08-21,180,Blusinha Basica Mescla,180,Zara,304828.0,Usado,Blusinha,Paulo Calanca,2020,8
17278,17573,33976,45563,5,120,600,BR-PI,120.0,PI,Piauí,2,2020-08-21,600,Camisa Xadrez Azul,120,Hollister,211116.0,Usado,Camisa,Daniel Siqueira,2020,8
17279,17574,74506,46112,6,420,2520,BR-PB,504.0,PB,Paraíba,4,2020-08-21,2520,Saia Tweed Mescla,420,Spezzato,238106.0,Usado,Saia,Millena Pereira,2020,8
17280,17575,22407,46141,1,200,200,BR-AP,40.0,AP,Amapá,1,2020-08-21,200,Cropped Listras Florzinhas,200,Topshop,327426.0,Usado,Cropped,Ana Duarte,2020,8
17281,17576,66255,47038,2,390,780,BR-TO,156.0,TO,Tocantins,2,2020-08-21,780,Vestido Malha Cinza,390,All Saints Spitalfields,255377.0,Usado,Vestido,Daniel Siqueira,2020,8
17282,17577,84176,47481,1,310,310,BR-BA,62.0,BA,Bahia,1,2020-08-21,310,Camisa Xadrez Verde,310,Joe Fresh,322482.0,Usado,Camisa,Ana Duarte,2020,8
17283,17578,32986,49790,5,315,1575,BR-AC,315.0,AC,Acre,1,2020-08-21,1575,Blusa Babados Off-white,315,Animale,142695.0,Usado,Blusa,Ana Duarte,2020,8
17284,17579,17329,52172,4,590,2360,BR-SC,472.0,SC,Santa Catarina,5,2020-08-21,2360,Blusa Renda Pb,590,Isolda,525179.0,Usado,Blusa,Paulo Calanca,2020,8
17285,17580,27659,52245,1,140,140,BR-RR,28.0,RR,Roraima,2,2020-08-21,140,Blusa Tricolor,140,Zara,278232.0,Usado,Blusa,Daniel Siqueira,2020,8
17286,17581,82257,52628,6,1600,9600,BR-MS,1920.0,MS,Mato Grosso do Sul,2,2020-08-21,9600,Clutch Preta Pregas,1600,Red Valentino,296471.0,Usado,Clutch,Daniel Siqueira,2020,8
17287,17582,33349,53492,2,270,540,BR-RS,108.0,RS,Rio Grande do Sul,5,2020-08-21,540,Vestido Listras Malha,270,Calvin Klein,307118.0,Usado,Vestido,Paulo Calanca,2020,8
17288,17583,91498,53544,6,130,780,BR-MA,156.0,MA,Maranhão,1,2020-08-21,780,Blusa Babados Cats,130,H&m,253257.0,Usado,Blusa,Ana Duarte,2020,8
17289,17584,9809,54487,6,260,1560,BR-PE,312.0,PE,Pernambuco,1,2020-08-21,1560,Cropped Courino Texturas,260,H&m,312006.0,Usado,Cropped,Ana Duarte,2020,8
17290,17585,56571,54758,1,420,420,BR-MT,84.0,MT,Mato Grosso,5,2020-08-21,420,Vestido Seda Floral,420,Animale,178553.0,Usado,Vestido,Paulo Calanca,2020,8
17291,17586,40508,54763,3,245,735,BR-AL,147.0,AL,Alagoas,5,2020-08-21,735,Regata Bicolor Alcinha,245,Express,247166.0,Usado,Regata,Paulo Calanca,2020,8
17292,17587,47475,55287,2,490,980,BR-RN,196.0,RN,Rio Grande do Norte,4,2020-08-21,980,Calca Alfaiataria Preta,490,Mixed,263658.0,Usado,Calca,Millena Pereira,2020,8
17293,17588,6381,55640,5,586,2930,BR-AC,586.0,AC,Acre,1,2020-08-21,2930,Camiseta Cindy Sky,586,Mixed,193567.0,Nuevo con etiqueta,Camiseta,Ana Duarte,2020,8
17294,17589,21516,57471,1,320,320,BR-SC,64.0,SC,Santa Catarina,3,2020-08-21,320,Bolsa Vermelha Brilhos,320,Kipling,296103.0,Usado,Bolsa,Nadia Oliveira,2020,8
17295,17590,89100,57624,3,4200,12600,BR-SC,2520.0,SC,Santa Catarina,1,2020-08-21,12600,Vestido Longo Preto,4200,Barbara Bela,104978.0,Usado,Vestido,Ana Duarte,2020,8
17296,17591,50771,57900,5,340,1700,BR-RO,340.0,RO,Rondônia,5,2020-08-21,1700,Casaco Preto Amarracao,340,Maria Bonita,219782.0,Usado,Casaco,Paulo Calanca,2020,8
17297,17592,100460,58291,1,890,890,BR-SC,178.0,SC,Santa Catarina,2,2020-08-21,890,Vestido Azul Franzido,890,Cris Barros,310953.0,Usado,Vestido,Daniel Siqueira,2020,8
17298,17593,53138,59813,5,690,3450,BR-RN,690.0,RN,Rio Grande do Norte,1,2020-08-21,3450,Calca Jeans Trancada,690,Saad,224580.0,Nuevo con etiqueta,Calca,Ana Duarte,2020,8
17299,17594,27546,60268,2,336,672,BR-ES,134.4,ES,Espírito Santo,1,2020-08-21,672,Calca Veludo Cotele,336,Joe's,236203.0,Usado,Calca,Ana Duarte,2020,8
17300,17595,12895,60294,1,2600,2600,BR-PI,520.0,PI,Piauí,3,2020-08-21,2600,Oculos Redondo Purple,2600,Prada,237288.0,Usado,Oculos,Nadia Oliveira,2020,8
17301,17596,13472,61157,3,450,1350,BR-DF,270.0,DF,Distrito Federal,5,2020-08-21,1350,Peeptoe Preto Verniz,450,Jorge Bischoff,318875.0,Usado,Peeptoe,Paulo Calanca,2020,8
17302,17597,6769,62072,2,220,440,BR-AM,88.0,AM,Amazonas,1,2020-08-21,440,Blazer Nude Botao,220,Zara,161490.0,Usado,Blazer,Ana Duarte,2020,8
17303,17598,56571,62087,2,420,840,BR-MT,168.0,MT,Mato Grosso,3,2020-08-21,840,Vestido Seda Floral,420,Animale,178553.0,Usado,Vestido,Nadia Oliveira,2020,8
17304,17599,20029,63030,4,294,1176,BR-MG,235.2,MG,Minas Gerais,2,2020-08-22,1176,Tenis Xadrez Tecido,294,Converse,121965.0,Usado,Tenis,Daniel Siqueira,2020,8
17305,17600,16634,63068,3,480,1440,BR-SP,288.0,SP,São Paulo,4,2020-08-22,1440,Vestido Estampa Bordado,480,Cantão,310150.0,Usado,Vestido,Millena Pereira,2020,8
17306,17601,84176,63550,1,310,310,BR-AC,62.0,AC,Acre,3,2020-08-22,310,Camisa Xadrez Verde,310,Joe Fresh,322482.0,Usado,Camisa,Nadia Oliveira,2020,8
17307,17602,4307,64157,6,6175,37050,BR-SP,7410.0,SP,São Paulo,2,2020-08-22,37050,Bolsa Intrecciato Caramelo,6175,Bottega Veneta,301305.0,Usado,Bolsa,Daniel Siqueira,2020,8
17308,17603,70673,64707,3,210,630,BR-PE,126.0,PE,Pernambuco,4,2020-08-22,630,Shorts Listras Bordados,210,American Eagle,126190.0,Usado,Shorts,Millena Pereira,2020,8
17309,17604,48483,65331,1,400,400,BR-AM,80.0,AM,Amazonas,2,2020-08-22,400,Vestido Polo Lilas,400,Ralph Lauren,303082.0,Usado,Vestido,Daniel Siqueira,2020,8
17310,17605,35682,65885,5,250,1250,BR-RN,250.0,RN,Rio Grande do Norte,4,2020-08-22,1250,Sandalia Birkin Brilhos,250,Schutz,917151.0,Usado,Sandalia,Millena Pereira,2020,8
17311,17606,18212,66251,6,120,720,BR-SC,144.0,SC,Santa Catarina,5,2020-08-22,720,Blusa Laranja Golinha,120,Zara,322472.0,Usado,Blusa,Paulo Calanca,2020,8
17312,17607,98640,66453,3,990,2970,BR-AC,594.0,AC,Acre,3,2020-08-22,2970,Calca Jeans Costuras,990,Diesel,312258.0,Usado,Calca,Nadia Oliveira,2020,8
17313,17608,13705,66461,5,180,900,BR-PE,180.0,PE,Pernambuco,2,2020-08-22,900,Saia Fio Nude,180,Seal Brasil,208623.0,Usado,Saia,Daniel Siqueira,2020,8
17314,17609,40082,66498,6,315,1890,BR-RN,378.0,RN,Rio Grande do Norte,2,2020-08-22,1890,Vestido Malha Vitral,315,Forum,324684.0,Usado,Vestido,Daniel Siqueira,2020,8
17315,17610,19432,67582,1,190,190,BR-PI,38.0,PI,Piauí,5,2020-08-22,190,Camisa Jeans Destroyed,190,Zara,255486.0,Usado,Camisa,Paulo Calanca,2020,8
17316,17611,27546,69015,1,336,336,BR-SE,67.2,SE,Sergipe,2,2020-08-22,336,Calca Veludo Cotele,336,Joe's,236203.0,Usado,Calca,Daniel Siqueira,2020,8
17317,17612,18790,69464,2,890,1780,BR-AL,356.0,AL,Alagoas,2,2020-08-22,1780,Vestido Recortes Cores,890,Bcbgmaxzria,264965.0,Usado,Vestido,Daniel Siqueira,2020,8
17318,17613,13814,70065,4,550,2200,BR-SC,440.0,SC,Santa Catarina,4,2020-08-22,2200,Vestido Nude Reta,550,Ellus,318626.0,Nuevo sin etiqueta,Vestido,Millena Pereira,2020,8
17319,17614,33349,70341,6,270,1620,BR-ES,324.0,ES,Espírito Santo,1,2020-08-22,1620,Vestido Listras Malha,270,Calvin Klein,307118.0,Usado,Vestido,Ana Duarte,2020,8
17320,17615,43699,71681,3,169,507,BR-AM,101.4,AM,Amazonas,1,2020-08-22,507,Shorts Estampa Cinto,169,Shoulder,247357.0,Usado,Shorts,Ana Duarte,2020,8
17321,17616,8691,73871,1,180,180,BR-PB,36.0,PB,Paraíba,3,2020-08-22,180,Blusinha Basica Mescla,180,Zara,304828.0,Usado,Blusinha,Nadia Oliveira,2020,8
17322,17617,12609,74113,3,320,960,BR-MA,192.0,MA,Maranhão,1,2020-08-22,960,Calca Jeans Lavagem,320,Armani Exchange,278260.0,Usado,Calca,Ana Duarte,2020,8
17323,17618,3820,75613,6,139,834,BR-RN,166.8,RN,Rio Grande do Norte,1,2020-08-22,834,Shorts Jeans Tye Dye,139,Lezalez,252560.0,Usado,Shorts,Ana Duarte,2020,8
17324,17619,13472,75860,4,450,1800,BR-AL,360.0,AL,Alagoas,2,2020-08-22,1800,Peeptoe Preto Verniz,450,Jorge Bischoff,318875.0,Usado,Peeptoe,Daniel Siqueira,2020,8
17325,17620,57696,76374,3,410,1230,BR-RJ,246.0,RJ,Rio de Janeiro,4,2020-08-22,1230,Vestido Estampa Verde,410,Farm,295337.0,Usado,Vestido,Millena Pereira,2020,8
17326,17621,89334,77691,6,350,2100,BR-PR,420.0,PR,Paraná,2,2020-08-22,2100,Pantacourt Amarracao Verde,350,Ateliê de Calças,220768.0,Nuevo con etiqueta,Pantacourt,Daniel Siqueira,2020,8
17327,17622,3451,79807,3,250,750,BR-DF,150.0,DF,Distrito Federal,1,2020-08-22,750,Vestido Ombro So,250,Lemon Cola,295317.0,Usado,Vestido,Ana Duarte,2020,8
17328,17623,21516,79989,5,320,1600,BR-AM,320.0,AM,Amazonas,3,2020-08-22,1600,Bolsa Vermelha Brilhos,320,Kipling,296103.0,Usado,Bolsa,Nadia Oliveira,2020,8
17329,17624,39814,79998,4,390,1560,BR-MA,312.0,MA,Maranhão,3,2020-08-22,1560,Blusinha Seda Off,390,Cori,218863.0,Usado,Blusinha,Nadia Oliveira,2020,8
17330,17625,74506,80767,2,420,840,BR-PB,168.0,PB,Paraíba,3,2020-08-22,840,Saia Tweed Mescla,420,Spezzato,238106.0,Usado,Saia,Nadia Oliveira,2020,8
17331,17626,55452,81959,1,350,350,BR-PR,70.0,PR,Paraná,4,2020-08-22,350,Vestido Longo Off-white,350,My Place,286176.0,Usado,Vestido,Millena Pereira,2020,8
17332,17627,37794,82235,5,105,525,BR-AP,105.0,AP,Amapá,2,2020-08-22,525,Blusa Coracao Pedrarias,105,Zara,304416.0,Usado,Blusa,Daniel Siqueira,2020,8
17333,17628,47475,82273,4,490,1960,BR-DF,392.0,DF,Distrito Federal,3,2020-08-22,1960,Calca Alfaiataria Preta,490,Mixed,263658.0,Usado,Calca,Nadia Oliveira,2020,8
17334,17629,68110,83064,2,790,1580,BR-RR,316.0,RR,Roraima,4,2020-08-22,1580,Casaqueto Fio Mescla,790,Mixed,294836.0,Usado,Casaqueto,Millena Pereira,2020,8
17335,17630,98640,83206,4,990,3960,BR-RJ,792.0,RJ,Rio de Janeiro,3,2020-08-22,3960,Calca Jeans Costuras,990,Diesel,312258.0,Usado,Calca,Nadia Oliveira,2020,8
17336,17631,89334,83456,6,350,2100,BR-CE,420.0,CE,Ceará,2,2020-08-22,2100,Pantacourt Amarracao Verde,350,Ateliê de Calças,220768.0,Nuevo con etiqueta,Pantacourt,Daniel Siqueira,2020,8
17337,17632,39814,84535,2,390,780,BR-TO,156.0,TO,Tocantins,3,2020-08-22,780,Blusinha Seda Off,390,Cori,218863.0,Usado,Blusinha,Nadia Oliveira,2020,8
17338,17633,6262,87277,1,644,644,BR-AM,128.8,AM,Amazonas,3,2020-08-22,644,Camiseta Eternity,644,Mixed,247015.0,Nuevo con etiqueta,Camiseta,Nadia Oliveira,2020,8
17339,17634,32126,87337,2,210,420,BR-AP,84.0,AP,Amapá,4,2020-08-22,420,Saia Midi Cinto,210,Limone By Jade Seba,302628.0,Nuevo sin etiqueta,Saia,Millena Pereira,2020,8
17340,17635,100484,89166,1,320,320,BR-MG,64.0,MG,Minas Gerais,1,2020-08-22,320,Calca Jeans Pantacourt,320,Sacada,279886.0,Usado,Calca,Ana Duarte,2020,8
17341,17636,40508,89371,4,245,980,BR-SP,196.0,SP,São Paulo,5,2020-08-22,980,Regata Bicolor Alcinha,245,Express,247166.0,Usado,Regata,Paulo Calanca,2020,8
17342,17637,46573,89379,1,350,350,BR-MT,70.0,MT,Mato Grosso,5,2020-08-23,350,Saia Amarela Faixa,350,Banana Republic,291820.0,Usado,Saia,Paulo Calanca,2020,8
17343,17638,33976,89941,6,120,720,BR-TO,144.0,TO,Tocantins,4,2020-08-23,720,Camisa Xadrez Azul,120,Hollister,211116.0,Usado,Camisa,Millena Pereira,2020,8
17344,17639,87156,90396,3,160,480,BR-SC,96.0,SC,Santa Catarina,3,2020-08-23,480,Vestido Floral Laco,160,Sweet Cotton,263312.0,Usado,Vestido,Nadia Oliveira,2020,8
17345,17640,75557,90619,2,90,180,BR-PA,36.0,PA,Pará,2,2020-08-23,180,Saia Pregas Preta,90,Zara,127344.0,Usado,Saia,Daniel Siqueira,2020,8
17346,17641,33349,91125,3,270,810,BR-SC,162.0,SC,Santa Catarina,4,2020-08-23,810,Vestido Listras Malha,270,Calvin Klein,307118.0,Usado,Vestido,Millena Pereira,2020,8
17347,17642,3829,92032,3,2630,7890,BR-DF,1578.0,DF,Distrito Federal,5,2020-08-23,7890,Sneaker Monograma Bege,2630,Louis Vuitton,256175.0,Usado,Sneaker,Paulo Calanca,2020,8
17348,17643,5995,93340,2,398,796,BR-MS,159.2,MS,Mato Grosso do Sul,2,2020-08-23,796,Calca Linho Ten,398,Mixed,216052.0,Nuevo con etiqueta,Calca,Daniel Siqueira,2020,8
17349,17644,17329,94206,1,590,590,BR-RJ,118.0,RJ,Rio de Janeiro,3,2020-08-23,590,Blusa Renda Pb,590,Isolda,525179.0,Usado,Blusa,Nadia Oliveira,2020,8
17350,17645,14420,94273,6,690,4140,BR-PI,828.0,PI,Piauí,2,2020-08-23,4140,Vestido Rose Drapeado,690,Vera Wang,295452.0,Nuevo sin etiqueta,Vestido,Daniel Siqueira,2020,8
17351,17646,41518,95526,3,260,780,BR-MT,156.0,MT,Mato Grosso,1,2020-08-23,780,Calca Jeans Basica,260,Banana Republic,255410.0,Nuevo con etiqueta,Calca,Ana Duarte,2020,8
17352,17647,35682,96075,1,250,250,BR-SP,50.0,SP,São Paulo,5,2020-08-23,250,Sandalia Birkin Brilhos,250,Schutz,917151.0,Usado,Sandalia,Paulo Calanca,2020,8
17353,17648,83009,96116,4,280,1120,BR-DF,224.0,DF,Distrito Federal,2,2020-08-23,1120,Body Babado Pb,280,Karmani,263899.0,Usado,Body,Daniel Siqueira,2020,8
17354,17649,32986,96274,2,315,630,BR-GO,126.0,GO,Goiás,5,2020-08-23,630,Blusa Babados Off-white,315,Animale,142695.0,Usado,Blusa,Paulo Calanca,2020,8
17355,17650,61356,97147,2,390,780,BR-RN,156.0,RN,Rio Grande do Norte,1,2020-08-23,780,Vestido Preto Estampa,390,Maria Filó,303328.0,Usado,Vestido,Ana Duarte,2020,8
17356,17651,11736,97502,3,740,2220,BR-DF,444.0,DF,Distrito Federal,4,2020-08-23,2220,Saia Guipir Nude,740,Mixed,324428.0,Usado,Saia,Millena Pereira,2020,8
17357,17652,70240,98072,5,290,1450,BR-SC,290.0,SC,Santa Catarina,3,2020-08-23,1450,Blusa Tricot Lilas,290,Ralph Lauren,322504.0,Usado,Blusa,Nadia Oliveira,2020,8
17358,17653,40082,100128,3,315,945,BR-PI,189.0,PI,Piauí,1,2020-08-23,945,Vestido Malha Vitral,315,Forum,324684.0,Usado,Vestido,Ana Duarte,2020,8
17359,17654,40508,102055,3,245,735,BR-SP,147.0,SP,São Paulo,3,2020-08-23,735,Regata Bicolor Alcinha,245,Express,247166.0,Usado,Regata,Nadia Oliveira,2020,8
17360,17655,83795,102503,6,310,1860,BR-AL,372.0,AL,Alagoas,5,2020-08-23,1860,Vestido Estampa Color,310,Cantão,309928.0,Usado,Vestido,Paulo Calanca,2020,8
17361,17656,59337,103437,4,390,1560,BR-PE,312.0,PE,Pernambuco,1,2020-08-23,1560,Blusa Tricot Mescla,390,Levi's,295977.0,Usado,Blusa,Ana Duarte,2020,8
17362,17657,6381,103788,3,586,1758,BR-RO,351.6,RO,Rondônia,5,2020-08-23,1758,Camiseta Cindy Sky,586,Mixed,193567.0,Nuevo con etiqueta,Camiseta,Paulo Calanca,2020,8
17363,17658,10795,104439,4,300,1200,BR-AL,240.0,AL,Alagoas,2,2020-08-23,1200,Blusinha Guipir Black,300,Banana Republic,224603.0,Usado,Blusinha,Daniel Siqueira,2020,8
17364,17659,33349,104958,3,270,810,BR-PR,162.0,PR,Paraná,5,2020-08-23,810,Vestido Listras Malha,270,Calvin Klein,307118.0,Usado,Vestido,Paulo Calanca,2020,8
17365,17660,47682,105198,4,430,1720,BR-BA,344.0,BA,Bahia,1,2020-08-23,1720,Vestido Malha Estampa,430,Forum,255197.0,Usado,Vestido,Ana Duarte,2020,8
17366,17661,35682,106693,1,250,250,BR-MA,50.0,MA,Maranhão,4,2020-08-23,250,Sandalia Birkin Brilhos,250,Schutz,917151.0,Usado,Sandalia,Millena Pereira,2020,8
17367,17662,71946,106704,5,290,1450,BR-AL,290.0,AL,Alagoas,5,2020-08-23,1450,Shorts Destroyed Laranja,290,Le Lis Blanc,194102.0,Usado,Shorts,Paulo Calanca,2020,8
17368,17663,83866,107523,3,990,2970,BR-ES,594.0,ES,Espírito Santo,5,2020-08-23,2970,Vestido Xadrez Pb,990,Skazi,252614.0,Nuevo con etiqueta,Vestido,Paulo Calanca,2020,8
17369,17664,55051,107819,3,760,2280,BR-AL,456.0,AL,Alagoas,5,2020-08-23,2280,Bermuda Acetinada Preta,760,Paula Raia,920767.0,Usado,Bermuda,Paulo Calanca,2020,8
17370,17665,77079,108044,3,100,300,BR-TO,60.0,TO,Tocantins,4,2020-08-23,300,Saia Evase Cinza,100,Zara,260523.0,Usado,Saia,Millena Pereira,2020,8
17371,17666,55051,108347,2,760,1520,BR-AM,304.0,AM,Amazonas,4,2020-08-23,1520,Bermuda Acetinada Preta,760,Paula Raia,920767.0,Usado,Bermuda,Millena Pereira,2020,8
17372,17667,95805,110617,6,100,600,BR-CE,120.0,CE,Ceará,3,2020-08-23,600,Blusa Fio Correntes,100,Zara,188980.0,Usado,Blusa,Nadia Oliveira,2020,8
17373,17668,58245,110817,3,120,360,BR-PB,72.0,PB,Paraíba,1,2020-08-24,360,Vestido Preto Franzido,120,H&m,248709.0,Usado,Vestido,Ana Duarte,2020,8
17374,17669,6262,111058,3,644,1932,BR-PE,386.4,PE,Pernambuco,5,2020-08-24,1932,Camiseta Eternity,644,Mixed,247015.0,Nuevo con etiqueta,Camiseta,Paulo Calanca,2020,8
17375,17670,32126,111680,4,210,840,BR-AL,168.0,AL,Alagoas,5,2020-08-24,840,Saia Midi Cinto,210,Limone By Jade Seba,302628.0,Nuevo sin etiqueta,Saia,Paulo Calanca,2020,8
17376,17671,62594,111695,3,300,900,BR-PR,180.0,PR,Paraná,1,2020-08-24,900,Blusa Pontas Blue,300,Dkny,163810.0,Usado,Blusa,Ana Duarte,2020,8
17377,17672,45979,112225,1,280,280,BR-AM,56.0,AM,Amazonas,2,2020-08-24,280,Vestido Longo Estampa,280,Farm,285174.0,Usado,Vestido,Daniel Siqueira,2020,8
17378,17673,27546,112247,6,336,2016,BR-MA,403.2,MA,Maranhão,1,2020-08-24,2016,Calca Veludo Cotele,336,Joe's,236203.0,Usado,Calca,Ana Duarte,2020,8
